canny_threshold1,canny_threshold2,min_line_length,max_line_gap,hough_threshold,false_positives,true_positives,precision,recall,f1_score
93,487,365,20,90,36,79,0.6869565217391305,0.797979797979798,0.7383177570093458
226,220,357,10,51,9,91,0.91,0.9191919191919192,0.9145728643216081
289,497,206,12,124,31,74,0.7047619047619048,0.7474747474747475,0.7254901960784313
226,220,357,10,52,10,90,0.9,0.9090909090909091,0.9045226130653266
225,220,357,10,55,13,90,0.8737864077669902,0.9090909090909091,0.891089108910891
217,215,355,10,97,12,90,0.8823529411764706,0.9090909090909091,0.8955223880597014
218,216,356,10,93,12,91,0.883495145631068,0.9191919191919192,0.9009900990099011
225,220,358,10,54,13,91,0.875,0.9191919191919192,0.896551724137931
225,220,359,10,59,9,90,0.9090909090909091,0.9090909090909091,0.9090909090909091
217,215,357,10,96,10,88,0.8979591836734694,0.8888888888888888,0.8934010152284263
225,220,359,10,56,9,90,0.9090909090909091,0.9090909090909091,0.9090909090909091
218,216,357,9,92,6,93,0.9393939393939394,0.9393939393939394,0.9393939393939394
217,215,357,9,97,8,89,0.9175257731958762,0.898989898989899,0.9081632653061225
225,220,359,10,61,8,92,0.92,0.9292929292929293,0.9246231155778895
218,215,357,9,93,8,88,0.9166666666666666,0.8888888888888888,0.9025641025641026
173,128,305,9,451,41,91,0.6893939393939394,0.9191919191919192,0.787878787878788
226,220,359,10,58,9,91,0.91,0.9191919191919192,0.9145728643216081
342,170,476,20,62,24,90,0.7894736842105263,0.9090909090909091,0.8450704225352113
226,219,359,10,57,5,91,0.9479166666666666,0.9191919191919192,0.9333333333333333
227,220,359,10,53,7,90,0.9278350515463918,0.9090909090909091,0.9183673469387756
227,220,358,10,52,10,90,0.9,0.9090909090909091,0.9045226130653266
226,220,359,10,55,11,93,0.8942307692307693,0.9393939393939394,0.9162561576354681
62,56,295,11,52,113,99,0.4669811320754717,1.0,0.6366559485530546
226,219,358,10,57,6,91,0.9381443298969072,0.9191919191919192,0.9285714285714285
227,219,358,10,54,7,91,0.9285714285714286,0.9191919191919192,0.9238578680203046
227,219,358,10,52,8,91,0.9191919191919192,0.9191919191919192,0.9191919191919192
228,219,358,10,51,10,90,0.9,0.9090909090909091,0.9045226130653266
52,297,284,50,479,94,94,0.5,0.9494949494949495,0.6550522648083624
492,275,195,11,466,4,41,0.9111111111111111,0.41414141414141414,0.5694444444444444
491,193,436,21,124,10,71,0.8765432098765432,0.7171717171717171,0.7888888888888889
228,219,358,10,54,9,89,0.9081632653061225,0.898989898989899,0.9035532994923858
227,219,358,10,57,6,91,0.9381443298969072,0.9191919191919192,0.9285714285714285
245,310,57,44,61,114,99,0.4647887323943662,1.0,0.6346153846153846
228,219,358,10,55,6,89,0.9368421052631579,0.898989898989899,0.9175257731958762
286,347,62,50,473,14,54,0.7941176470588235,0.5454545454545454,0.6467065868263473
64,499,257,41,432,34,65,0.6565656565656566,0.6565656565656566,0.6565656565656566
228,220,358,10,54,11,88,0.8888888888888888,0.8888888888888888,0.8888888888888888
226,219,359,10,60,9,93,0.9117647058823529,0.9393939393939394,0.9253731343283583
227,219,359,10,58,7,90,0.9278350515463918,0.9090909090909091,0.9183673469387756
162,374,178,2,72,21,76,0.7835051546391752,0.7676767676767676,0.7755102040816326
498,402,251,42,61,51,72,0.5853658536585366,0.7272727272727273,0.6486486486486487
487,118,476,13,53,3,57,0.95,0.5757575757575758,0.7169811320754716
227,219,359,10,59,8,91,0.9191919191919192,0.9191919191919192,0.9191919191919192
52,328,405,12,87,36,91,0.7165354330708661,0.9191919191919192,0.8053097345132744
227,220,359,10,58,9,91,0.91,0.9191919191919192,0.9145728643216081
58,214,249,27,484,110,98,0.47115384615384615,0.98989898989899,0.6384364820846906
51,398,495,16,67,29,81,0.7363636363636363,0.8181818181818182,0.7751196172248803
227,220,358,10,58,9,92,0.9108910891089109,0.9292929292929293,0.9199999999999999
227,220,358,10,57,8,92,0.92,0.9292929292929293,0.9246231155778895
228,220,358,10,55,9,93,0.9117647058823529,0.9393939393939394,0.9253731343283583
228,220,358,10,53,9,92,0.9108910891089109,0.9292929292929293,0.9199999999999999
228,220,358,10,52,8,90,0.9183673469387755,0.9090909090909091,0.9137055837563451
176,426,285,13,54,28,83,0.7477477477477478,0.8383838383838383,0.7904761904761904
58,343,277,4,467,8,63,0.8873239436619719,0.6363636363636364,0.7411764705882353
270,53,359,37,51,113,99,0.4669811320754717,1.0,0.6366559485530546
229,220,358,10,51,8,92,0.92,0.9292929292929293,0.9246231155778895
229,220,357,10,50,7,90,0.9278350515463918,0.9090909090909091,0.9183673469387756
486,465,272,29,58,8,56,0.875,0.5656565656565656,0.6871165644171778
254,259,54,20,67,114,99,0.4647887323943662,1.0,0.6346153846153846
229,220,358,10,50,7,90,0.9278350515463918,0.9090909090909091,0.9183673469387756
223,497,248,20,467,4,45,0.9183673469387755,0.45454545454545453,0.6081081081081081
497,220,50,5,477,4,44,0.9166666666666666,0.4444444444444444,0.5986394557823129
55,196,322,50,64,114,99,0.4647887323943662,1.0,0.6346153846153846
186,402,408,23,53,29,89,0.7542372881355932,0.898989898989899,0.8202764976958525
326,291,428,33,474,14,54,0.7941176470588235,0.5454545454545454,0.6467065868263473
229,220,357,9,50,7,88,0.9263157894736842,0.8888888888888888,0.9072164948453608
229,220,357,10,51,9,92,0.9108910891089109,0.9292929292929293,0.9199999999999999
57,55,54,5,97,114,99,0.4647887323943662,1.0,0.6346153846153846
230,220,356,9,50,8,89,0.9175257731958762,0.898989898989899,0.9081632653061225
229,220,356,10,50,7,90,0.9278350515463918,0.9090909090909091,0.9183673469387756
53,210,166,44,482,110,98,0.47115384615384615,0.98989898989899,0.6384364820846906
461,203,500,43,108,50,77,0.6062992125984252,0.7777777777777778,0.6814159292035398
484,146,195,11,55,59,84,0.5874125874125874,0.8484848484848485,0.6942148760330579
192,332,332,7,72,8,80,0.9090909090909091,0.8080808080808081,0.8556149732620321
230,219,355,9,53,6,88,0.9361702127659575,0.8888888888888888,0.9119170984455959
230,219,356,9,53,6,88,0.9361702127659575,0.8888888888888888,0.9119170984455959
230,219,356,10,54,9,91,0.91,0.9191919191919192,0.9145728643216081
290,59,216,4,496,13,76,0.8539325842696629,0.7676767676767676,0.8085106382978724
229,219,357,10,55,6,89,0.9368421052631579,0.898989898989899,0.9175257731958762
229,219,356,10,54,10,89,0.898989898989899,0.898989898989899,0.898989898989899
229,219,357,10,58,7,92,0.9292929292929293,0.9292929292929293,0.9292929292929293
495,54,495,48,50,84,76,0.475,0.7676767676767676,0.5868725868725868
480,51,222,34,69,114,88,0.43564356435643564,0.8888888888888888,0.584717607973422
59,478,62,31,465,36,63,0.6363636363636364,0.6363636363636364,0.6363636363636364
453,344,308,50,70,77,82,0.5157232704402516,0.8282828282828283,0.6356589147286823
229,219,357,10,56,8,88,0.9166666666666666,0.8888888888888888,0.9025641025641026
229,218,357,10,58,7,92,0.9292929292929293,0.9292929292929293,0.9292929292929293
353,96,311,7,216,16,90,0.8490566037735849,0.9090909090909091,0.8780487804878049
229,218,357,10,62,6,91,0.9381443298969072,0.9191919191919192,0.9285714285714285
230,218,357,10,61,8,91,0.9191919191919192,0.9191919191919192,0.9191919191919192
476,498,54,20,121,58,55,0.48672566371681414,0.5555555555555556,0.518867924528302
230,218,357,10,60,6,90,0.9375,0.9090909090909091,0.923076923076923
230,218,356,10,60,6,90,0.9375,0.9090909090909091,0.923076923076923
231,218,356,10,59,8,89,0.9175257731958762,0.898989898989899,0.9081632653061225
231,218,356,10,59,8,89,0.9175257731958762,0.898989898989899,0.9081632653061225
50,218,495,41,458,111,96,0.463768115942029,0.9696969696969697,0.6274509803921569
318,61,392,7,121,8,81,0.9101123595505618,0.8181818181818182,0.8617021276595745
341,85,432,42,499,62,84,0.5753424657534246,0.8484848484848485,0.6857142857142857
65,438,161,42,57,114,97,0.4597156398104265,0.9797979797979798,0.6258064516129033
193,66,317,4,494,7,65,0.9027777777777778,0.6565656565656566,0.760233918128655
230,218,357,10,58,8,90,0.9183673469387755,0.9090909090909091,0.9137055837563451
357,274,337,18,53,20,84,0.8076923076923077,0.8484848484848485,0.8275862068965517
230,219,357,10,58,8,90,0.9183673469387755,0.9090909090909091,0.9137055837563451
270,54,438,23,498,80,89,0.5266272189349113,0.898989898989899,0.664179104477612
318,57,311,50,464,91,91,0.5,0.9191919191919192,0.6476868327402135
296,378,144,7,52,72,88,0.55,0.8888888888888888,0.6795366795366796
230,218,355,9,63,10,92,0.9019607843137255,0.9292929292929293,0.9154228855721392
490,311,355,24,58,8,73,0.9012345679012346,0.7373737373737373,0.8111111111111111
230,218,356,9,62,8,88,0.9166666666666666,0.8888888888888888,0.9025641025641026
229,218,356,10,63,8,91,0.9191919191919192,0.9191919191919192,0.9191919191919192
500,195,372,27,473,4,47,0.9215686274509803,0.47474747474747475,0.6266666666666666
229,218,356,10,66,6,91,0.9381443298969072,0.9191919191919192,0.9285714285714285
230,218,355,10,65,6,92,0.9387755102040817,0.9292929292929293,0.934010152284264
231,218,354,9,64,10,91,0.900990099009901,0.9191919191919192,0.91
325,344,310,11,55,8,72,0.9,0.7272727272727273,0.8044692737430167
230,217,355,10,66,9,91,0.91,0.9191919191919192,0.9145728643216081
171,313,493,13,52,7,82,0.9213483146067416,0.8282828282828283,0.8723404255319148
500,479,50,43,500,2,10,0.8333333333333334,0.10101010101010101,0.1801801801801802
230,217,355,10,68,9,90,0.9090909090909091,0.9090909090909091,0.9090909090909091
124,391,493,21,444,23,71,0.7553191489361702,0.7171717171717171,0.7357512953367876
55,432,117,50,493,48,66,0.5789473684210527,0.6666666666666666,0.619718309859155
230,217,355,10,67,8,91,0.9191919191919192,0.9191919191919192,0.9191919191919192
271,486,141,30,51,112,85,0.43147208121827413,0.8585858585858586,0.5743243243243243
230,218,354,9,71,8,87,0.9157894736842105,0.8787878787878788,0.8969072164948454
228,218,356,10,70,8,91,0.9191919191919192,0.9191919191919192,0.9191919191919192
403,50,273,5,336,14,68,0.8292682926829268,0.6868686868686869,0.7513812154696132
228,217,356,10,70,9,91,0.91,0.9191919191919192,0.9145728643216081
456,335,54,50,72,113,93,0.45145631067961167,0.9393939393939394,0.6098360655737706
495,487,495,2,474,0,2,1.0,0.020202020202020204,0.03960396039603961
227,218,355,10,71,10,93,0.9029126213592233,0.9393939393939394,0.9207920792079209
71,401,56,9,494,51,74,0.592,0.7474747474747475,0.6607142857142857
285,357,478,50,72,82,85,0.5089820359281437,0.8585858585858586,0.6390977443609023
493,165,51,28,83,114,92,0.44660194174757284,0.9292929292929293,0.6032786885245901
499,370,219,35,64,61,75,0.5514705882352942,0.7575757575757576,0.6382978723404256
227,217,355,10,73,12,92,0.8846153846153846,0.9292929292929293,0.9064039408866995
226,218,355,10,72,10,92,0.9019607843137255,0.9292929292929293,0.9154228855721392
352,143,348,10,104,11,89,0.89,0.898989898989899,0.8944723618090452
228,217,354,10,75,9,92,0.9108910891089109,0.9292929292929293,0.9199999999999999
228,217,353,10,75,9,92,0.9108910891089109,0.9292929292929293,0.9199999999999999
229,217,353,9,76,8,90,0.9183673469387755,0.9090909090909091,0.9137055837563451
228,217,353,10,76,11,92,0.8932038834951457,0.9292929292929293,0.9108910891089108
132,493,414,27,63,33,75,0.6944444444444444,0.7575757575757576,0.7246376811594203
192,498,62,18,74,114,92,0.44660194174757284,0.9292929292929293,0.6032786885245901
210,124,423,8,245,8,79,0.9080459770114943,0.797979797979798,0.8494623655913979
228,217,354,10,73,11,93,0.8942307692307693,0.9393939393939394,0.9162561576354681
228,217,354,10,74,9,89,0.9081632653061225,0.898989898989899,0.9035532994923858
228,217,355,10,71,10,91,0.900990099009901,0.9191919191919192,0.91
227,217,356,10,71,12,93,0.8857142857142857,0.9393939393939394,0.9117647058823529
227,217,356,10,70,11,91,0.8921568627450981,0.9191919191919192,0.9054726368159205
226,217,357,10,70,11,91,0.8921568627450981,0.9191919191919192,0.9054726368159205
197,237,166,33,485,51,81,0.6136363636363636,0.8181818181818182,0.7012987012987013
348,376,347,23,51,14,81,0.8526315789473684,0.8181818181818182,0.8350515463917525
287,164,321,8,168,19,91,0.8272727272727273,0.9191919191919192,0.8708133971291866
224,218,360,10,62,10,93,0.9029126213592233,0.9393939393939394,0.9207920792079209
224,218,360,10,61,11,90,0.8910891089108911,0.9090909090909091,0.9
223,218,360,10,63,7,90,0.9278350515463918,0.9090909090909091,0.9183673469387756
341,327,436,21,61,9,72,0.8888888888888888,0.7272727272727273,0.7999999999999999
287,53,291,8,240,37,93,0.7153846153846154,0.9393939393939394,0.8122270742358078
224,218,360,10,57,8,90,0.9183673469387755,0.9090909090909091,0.9137055837563451
224,218,360,10,58,9,92,0.9108910891089109,0.9292929292929293,0.9199999999999999
370,103,357,9,96,13,84,0.865979381443299,0.8484848484848485,0.8571428571428571
184,51,191,4,461,25,84,0.7706422018348624,0.8484848484848485,0.8076923076923077
53,65,51,30,102,114,99,0.4647887323943662,1.0,0.6346153846153846
138,260,449,11,159,10,87,0.8969072164948454,0.8787878787878788,0.8877551020408163
225,218,360,10,58,9,92,0.9108910891089109,0.9292929292929293,0.9199999999999999
225,218,360,10,57,8,90,0.9183673469387755,0.9090909090909091,0.9137055837563451
190,298,270,12,494,22,73,0.7684210526315789,0.7373737373737373,0.7525773195876289
236,196,69,50,69,114,99,0.4647887323943662,1.0,0.6346153846153846
74,58,238,35,496,113,99,0.4669811320754717,1.0,0.6366559485530546
420,193,345,25,60,46,89,0.6592592592592592,0.898989898989899,0.7606837606837606
354,142,240,6,52,29,90,0.7563025210084033,0.9090909090909091,0.8256880733944952
225,218,359,10,54,9,91,0.91,0.9191919191919192,0.9145728643216081
335,221,150,40,485,28,69,0.711340206185567,0.696969696969697,0.7040816326530613
225,218,360,10,55,9,88,0.9072164948453608,0.8888888888888888,0.8979591836734694
224,218,359,10,57,8,90,0.9183673469387755,0.9090909090909091,0.9137055837563451
224,218,359,10,58,9,92,0.9108910891089109,0.9292929292929293,0.9199999999999999
301,226,488,11,54,3,68,0.9577464788732394,0.6868686868686869,0.7999999999999999
223,218,358,10,58,9,91,0.91,0.9191919191919192,0.9145728643216081
500,295,377,41,493,3,36,0.9230769230769231,0.36363636363636365,0.5217391304347827
223,218,358,10,60,9,92,0.9108910891089109,0.9292929292929293,0.9199999999999999
50,150,385,32,57,113,99,0.4669811320754717,1.0,0.6366559485530546
55,166,130,22,64,114,99,0.4647887323943662,1.0,0.6346153846153846
58,278,499,50,139,113,99,0.4669811320754717,1.0,0.6366559485530546
223,218,358,10,59,10,89,0.898989898989899,0.898989898989899,0.898989898989899
222,218,358,10,61,9,90,0.9090909090909091,0.9090909090909091,0.9090909090909091
222,218,358,10,62,9,90,0.9090909090909091,0.9090909090909091,0.9090909090909091
222,218,358,10,63,7,90,0.9278350515463918,0.9090909090909091,0.9183673469387756
337,219,54,35,136,114,97,0.4597156398104265,0.9797979797979798,0.6258064516129033
53,202,482,9,94,22,85,0.794392523364486,0.8585858585858586,0.8252427184466019
224,218,357,10,62,11,93,0.8942307692307693,0.9393939393939394,0.9162561576354681
310,113,487,10,306,5,81,0.9418604651162791,0.8181818181818182,0.8756756756756757
224,218,357,10,61,11,91,0.8921568627450981,0.9191919191919192,0.9054726368159205
223,219,357,10,63,7,90,0.9278350515463918,0.9090909090909091,0.9183673469387756
223,219,357,10,62,9,90,0.9090909090909091,0.9090909090909091,0.9090909090909091
96,290,356,8,224,14,94,0.8703703703703703,0.9494949494949495,0.9082125603864735
148,279,355,9,157,15,92,0.8598130841121495,0.9292929292929293,0.8932038834951457
215,219,357,10,83,12,91,0.883495145631068,0.9191919191919192,0.9009900990099011
215,219,357,10,81,11,90,0.8910891089108911,0.9090909090909091,0.9
217,219,358,10,79,6,91,0.9381443298969072,0.9191919191919192,0.9285714285714285
216,219,358,10,80,7,91,0.9285714285714286,0.9191919191919192,0.9238578680203046
215,219,358,10,81,11,90,0.8910891089108911,0.9090909090909091,0.9
83,255,421,9,261,19,87,0.8207547169811321,0.8787878787878788,0.8487804878048781
134,360,417,10,316,6,77,0.927710843373494,0.7777777777777778,0.8461538461538461
218,219,358,10,77,10,94,0.9038461538461539,0.9494949494949495,0.9261083743842364
217,219,357,10,79,7,91,0.9285714285714286,0.9191919191919192,0.9238578680203046
216,219,357,10,80,8,91,0.9191919191919192,0.9191919191919192,0.9191919191919192
136,303,305,6,202,14,87,0.8613861386138614,0.8787878787878788,0.8699999999999999
303,67,472,7,52,2,73,0.9733333333333334,0.7373737373737373,0.839080459770115
489,190,431,15,490,2,47,0.9591836734693877,0.47474747474747475,0.6351351351351352
396,264,498,26,60,13,70,0.8433734939759037,0.7070707070707071,0.7692307692307693
55,496,296,50,74,112,80,0.4166666666666667,0.8080808080808081,0.5498281786941581
211,147,57,28,469,89,95,0.5163043478260869,0.9595959595959596,0.6713780918727915
313,359,245,42,71,107,89,0.45408163265306123,0.898989898989899,0.6033898305084746
216,219,357,10,79,7,91,0.9285714285714286,0.9191919191919192,0.9238578680203046
56,50,236,43,97,114,99,0.4647887323943662,1.0,0.6346153846153846
295,450,266,5,363,6,49,0.8909090909090909,0.494949494949495,0.6363636363636364
155,238,498,9,54,4,73,0.948051948051948,0.7373737373737373,0.8295454545454545
314,121,141,6,496,31,85,0.7327586206896551,0.8585858585858586,0.7906976744186046
216,219,358,10,79,6,91,0.9381443298969072,0.9191919191919192,0.9285714285714285
215,219,358,10,80,12,90,0.8823529411764706,0.9090909090909091,0.8955223880597014
217,219,358,10,77,10,90,0.9,0.9090909090909091,0.9045226130653266
218,218,358,10,76,11,93,0.8942307692307693,0.9393939393939394,0.9162561576354681
294,69,92,50,491,88,92,0.5111111111111111,0.9292929292929293,0.6594982078853047
57,309,57,17,66,114,99,0.4647887323943662,1.0,0.6346153846153846
217,218,358,10,76,9,93,0.9117647058823529,0.9393939393939394,0.9253731343283583
217,219,358,10,78,8,91,0.9191919191919192,0.9191919191919192,0.9191919191919192
291,205,444,19,252,32,89,0.7355371900826446,0.898989898989899,0.8090909090909091
270,224,298,21,52,74,97,0.5672514619883041,0.9797979797979798,0.7185185185185186
216,219,358,10,78,8,91,0.9191919191919192,0.9191919191919192,0.9191919191919192
65,169,408,7,466,13,81,0.8617021276595744,0.8181818181818182,0.839378238341969
92,217,361,6,54,6,81,0.9310344827586207,0.8181818181818182,0.8709677419354839
213,219,358,10,81,16,92,0.8518518518518519,0.9292929292929293,0.8888888888888888
215,219,358,10,78,13,89,0.8725490196078431,0.898989898989899,0.8855721393034826
223,218,360,10,62,8,90,0.9183673469387755,0.9090909090909091,0.9137055837563451
222,218,360,10,62,8,90,0.9183673469387755,0.9090909090909091,0.9137055837563451
222,218,360,10,63,7,90,0.9278350515463918,0.9090909090909091,0.9183673469387756
83,248,322,7,237,21,88,0.8073394495412844,0.8888888888888888,0.8461538461538461
223,218,360,10,60,8,92,0.92,0.9292929292929293,0.9246231155778895
223,217,360,10,59,10,90,0.9,0.9090909090909091,0.9045226130653266
223,218,360,10,61,7,90,0.9278350515463918,0.9090909090909091,0.9183673469387756
60,66,390,6,117,11,79,0.8777777777777778,0.797979797979798,0.835978835978836
71,368,196,35,477,68,82,0.5466666666666666,0.8282828282828283,0.6586345381526104
75,80,424,5,485,5,67,0.9305555555555556,0.6767676767676768,0.7836257309941521
239,52,151,25,486,108,97,0.47317073170731705,0.9797979797979798,0.6381578947368421
363,51,167,3,58,38,85,0.6910569105691057,0.8585858585858586,0.7657657657657658
51,52,60,18,480,113,99,0.4669811320754717,1.0,0.6366559485530546
59,51,272,3,257,5,66,0.9295774647887324,0.6666666666666666,0.7764705882352941
50,470,166,22,145,111,86,0.4365482233502538,0.8686868686868687,0.581081081081081
235,485,401,21,58,9,74,0.891566265060241,0.7474747474747475,0.8131868131868132
98,121,350,6,246,10,84,0.8936170212765957,0.8484848484848485,0.8704663212435233
98,121,350,6,246,10,84,0.8936170212765957,0.8484848484848485,0.8704663212435233
98,121,350,6,246,10,84,0.8936170212765957,0.8484848484848485,0.8704663212435233
